2016-05-31 07:32:57 	fresumir001	1	2
2016-05-31 07:38:52 	vlagos001	1	2
2016-05-31 07:42:54 	sfusil001	1	2
2016-05-31 08:45:20 	cstaley001	1	2
2016-05-31 08:57:25 	rparade001	1	2
2016-05-31 09:05:20 	dscozzese001	1	2
2016-05-31 10:05:07 	lcarrara001	1	2
2016-05-31 10:16:06 	rpantanal001	1	2
2016-05-31 10:47:11 	rmieshaber001	1	2
2016-05-31 11:00:39 	llagos001	1	2
2016-05-31 11:27:31 	cforluniau001	1	2
2016-05-31 11:32:18 	aribera001	1	2
2016-05-31 11:36:33 	clais001	1	2
2016-05-31 11:42:03 	jsanjorge001	1	2
2016-05-31 11:47:13 	fbalas001	1	2
2016-05-31 11:47:13 	bridenour001	1	2
2016-05-31 11:49:06 	tbattles001	1	2
2016-05-31 11:50:17 	cshipp001	1	2
2016-05-31 11:50:17 	sflecha001	1	2
2016-05-31 11:50:17 	lgrogan001	1	2
2016-05-31 11:50:23 	lalcazar001	1	2
2016-05-31 11:50:23 	slowery001	1	2
2016-05-31 11:51:14 	thagan001	1	2
2016-05-31 11:51:20 	avico001	1	2
2016-05-31 11:52:22 	nbasham001	1	2
2016-05-31 11:52:28 	bmullen001	1	2
2016-05-31 11:53:28 	cwhelan001	1	2
2016-05-31 11:53:34 	vhatchett001	1	2
2016-05-31 11:53:34 	lbergen001	1	2
2016-05-31 11:53:34 	sparrino001	1	2
2016-05-31 11:55:52 	bfrente001	1	2
2016-05-31 11:55:58 	vomalla001	1	2
2016-05-31 11:57:08 	knielson001	1	2
2016-05-31 11:58:19 	jsimonides001	1	2
2016-05-31 11:59:27 	cmorluniau001	1	2
2016-05-31 11:59:27 	acalzas001	1	2
2016-05-31 12:00:52 	jfrost001	1	2
2016-05-31 12:01:10 	chawelon001	1	2
2016-05-31 12:01:16 	junger001	1	2
2016-05-31 12:01:16 	monda001	1	2
2016-05-31 12:01:16 	ssinagra001	1	2
2016-05-31 12:02:02 	sflorez001	1	2
2016-05-31 12:02:08 	bhawelon001	1	2
2016-05-31 12:02:08 	vfrente001	1	2
2016-05-31 12:03:52 	ahafon001	1	2
2016-05-31 12:03:52 	iborrasca001	1	2
2016-05-31 12:03:58 	lazada001	1	2
2016-05-31 12:05:05 	fmata001	1	2
2016-05-31 12:07:32 	ldedos001	1	2
2016-05-31 12:07:32 	korilla001	1	2
2016-05-31 12:09:00 	tcarrara001	1	2
2016-05-31 12:09:00 	gcazar001	1	2
2016-05-31 12:10:11 	malinai001	1	2
2016-05-31 12:10:11 	eminto001	1	2
2016-05-31 12:11:15 	iovan001	1	2
2016-05-31 12:11:21 	hmies001	1	2
2016-05-31 12:11:21 	wreynoso001	1	2
2016-05-31 12:12:42 	apinckney001	1	2
2016-05-31 12:12:48 	lbennett001	1	2
2016-05-31 12:12:48 	yfinney001	1	2
2016-05-31 12:12:48 	btempestad001	1	2
2016-05-31 12:13:01 	pyoung001	1	2
2016-05-31 12:14:24 	ncalixto001	1	2
2016-05-31 12:15:11 	anubarron001	1	2
2016-05-31 12:15:11 	csolos001	1	2
2016-05-31 12:15:11 	zcoronado001	1	2
2016-05-31 12:16:22 	mcassano001	1	2
2016-05-31 12:47:49 	eklinger001	1	2
2016-05-31 15:09:28 	sfusil001	1	2
2016-05-31 15:17:28 	vlagos001	1	2
2016-05-31 19:47:07 	agerard001	1	2
2016-05-31 19:50:04 	ibaza001	1	2
2016-05-31 19:50:10 	amorlun001	1	2
2016-05-31 19:57:31 	morlunv001	1	2
2016-05-31 20:03:25 	tquiroz001	1	2
2016-05-31 20:08:05 	sbagni001	1	2
2016-05-31 20:08:05 	cwhaley001	1	2
2016-05-31 20:17:11 	lbagani001	1	2
2016-06-01 07:35:00 	fresumir001	1	2
2016-06-01 07:37:02 	vlagos001	1	2
2016-06-01 07:46:49 	sfusil001	1	2
2016-06-01 08:54:20 	dscozzese001	1	2
2016-06-01 08:56:20 	rparade001	1	2
2016-06-01 09:00:20 	cstaley001	1	2
2016-06-01 10:01:51 	ostrum001	1	2
2016-06-01 10:01:51 	lorosco001	1	2
2016-06-01 10:12:02 	wvasco001	1	2
2016-06-01 11:47:22 	iborrasca001	1	2
2016-06-01 11:47:22 	avico001	1	2
2016-06-01 11:47:22 	nbasham001	1	2
2016-06-01 11:47:28 	bridenour001	1	2
2016-06-01 11:48:34 	malinai001	1	2
2016-06-01 11:48:40 	hmies001	1	2
2016-06-01 11:48:40 	lgrogan001	1	2
2016-06-01 11:50:34 	gcazar001	1	2
2016-06-01 11:51:50 	eminto001	1	2
2016-06-01 11:51:50 	lazada001	1	2
2016-06-01 11:51:50 	acalzas001	1	2
2016-06-01 11:53:12 	thagan001	1	2
2016-06-01 11:54:20 	sflecha001	1	2
2016-06-01 11:55:31 	lalcazar001	1	2
2016-06-01 11:56:16 	slowery001	1	2
2016-06-01 11:56:16 	apinckney001	1	2
2016-06-01 11:58:29 	knielson001	1	2
2016-06-01 11:58:29 	bhawelon001	1	2
2016-06-01 11:59:28 	lbennett001	1	2
2016-06-01 11:59:34 	zcoronado001	1	2
2016-06-01 11:59:34 	mcassano001	1	2
2016-06-01 11:59:34 	lbergen001	1	2
2016-06-01 11:59:34 	fmata001	1	2
2016-06-01 12:01:00 	bfrente001	1	2
2016-06-01 12:01:00 	vomalla001	1	2
2016-06-01 12:02:08 	anubarron001	1	2
2016-06-01 12:02:08 	csolos001	1	2
2016-06-01 12:02:14 	btempestad001	1	2
2016-06-01 12:03:22 	ssinagra001	1	2
2016-06-01 12:04:30 	cshipp001	1	2
2016-06-01 12:05:21 	wreynoso001	1	2
2016-06-01 12:06:24 	jsimonides001	1	2
2016-06-01 12:06:24 	vfrente001	1	2
2016-06-01 12:06:30 	tcarrara001	1	2
2016-06-01 12:06:30 	junger001	1	2
2016-06-01 12:07:30 	korilla001	1	2
2016-06-01 12:08:18 	cmorluniau001	1	2
2016-06-01 12:09:33 	bmullen001	1	2
2016-06-01 12:10:32 	chawelon001	1	2
2016-06-01 12:11:13 	pyoung001	1	2
2016-06-01 12:12:18 	vhatchett001	1	2
2016-06-01 12:12:24 	sflorez001	1	2
2016-06-01 12:13:17 	jfrost001	1	2
2016-06-01 12:14:07 	ldedos001	1	2
2016-06-01 12:14:13 	sparrino001	1	2
2016-06-01 12:15:04 	cwhelan001	1	2
2016-06-01 12:15:04 	fbalas001	1	2
2016-06-01 12:15:10 	monda001	1	2
2016-06-01 12:16:10 	ahafon001	1	2
2016-06-01 12:16:16 	yfinney001	1	2
2016-06-01 12:17:14 	ncalixto001	1	2
2016-06-01 12:17:14 	iovan001	1	2
2016-06-01 12:17:20 	tbattles001	1	2
2016-06-01 12:47:54 	eklinger001	1	2
2016-06-01 13:32:43 	bovan001	1	2
2016-06-01 13:32:43 	hblue001	1	2
2016-06-01 15:06:28 	sfusil001	1	2
2016-06-01 15:16:34 	vlagos001	1	2
2016-06-01 19:47:24 	amorlun001	1	2
2016-06-01 19:50:07 	agerard001	1	2
2016-06-01 19:50:18 	ibaza001	1	2
2016-06-01 19:57:42 	morlunv001	1	2
2016-06-01 20:01:57 	cwhaley001	1	2
2016-06-01 20:03:11 	sbagni001	1	2
2016-06-01 20:09:14 	tquiroz001	1	2
2016-06-01 20:12:17 	lbagani001	1	2
2016-06-02 07:33:56 	fresumir001	1	2
2016-06-02 07:34:54 	vlagos001	1	2
2016-06-02 07:42:54 	sfusil001	1	2
2016-06-02 08:12:40 	wvasco001	1	2
2016-06-02 08:12:40 	lorosco001	1	2
2016-06-02 08:16:37 	mbramar001	1	2
2016-06-02 08:22:38 	rpantanal001	1	2
2016-06-02 08:30:33 	epavone001	1	2
2016-06-02 08:31:44 	fadair001	1	2
2016-06-02 08:31:50 	pratigan001	1	2
2016-06-02 08:31:50 	pbeebe001	1	2
2016-06-02 08:53:20 	rparade001	1	2
2016-06-02 09:00:20 	cstaley001	1	2
2016-06-02 09:02:20 	dscozzese001	1	2
2016-06-02 09:14:49 	pyoung002	1	2
2016-06-02 10:16:41 	cforluniau001	1	2
2016-06-02 10:36:25 	jholly001	1	2
2016-06-02 10:36:44 	tseifert001	1	2
2016-06-02 11:23:44 	clais001	1	2
2016-06-02 11:32:56 	aribera001	1	2
2016-06-02 11:47:16 	korilla001	1	2
2016-06-02 11:47:16 	acalzas001	1	2
2016-06-02 11:49:10 	gcazar001	1	2
2016-06-02 11:49:16 	yfinney001	1	2
2016-06-02 11:50:24 	cshipp001	1	2
2016-06-02 11:50:24 	eminto001	1	2
2016-06-02 11:53:09 	mcassano001	1	2
2016-06-02 11:53:15 	iborrasca001	1	2
2016-06-02 11:53:15 	lazada001	1	2
2016-06-02 11:55:12 	apinckney001	1	2
2016-06-02 11:55:18 	wreynoso001	1	2
2016-06-02 11:55:18 	bmullen001	1	2
2016-06-02 11:56:11 	sparrino001	1	2
2016-06-02 11:56:11 	cmorluniau001	1	2
2016-06-02 11:56:11 	anubarron001	1	2
2016-06-02 11:56:17 	avico001	1	2
2016-06-02 11:56:17 	malinai001	1	2
2016-06-02 11:56:17 	vomalla001	1	2
2016-06-02 11:56:54 	mbramar001	1	2
2016-06-02 11:57:32 	bfrente001	1	2
2016-06-02 11:57:32 	chawelon001	1	2
2016-06-02 11:59:22 	ahafon001	1	2
2016-06-02 11:59:28 	btempestad001	1	2
2016-06-02 11:59:28 	csolos001	1	2
2016-06-02 12:00:52 	jfrost001	1	2
2016-06-02 12:01:00 	tcarrara001	1	2
2016-06-02 12:01:06 	ldedos001	1	2
2016-06-02 12:02:11 	monda001	1	2
2016-06-02 12:03:10 	lbergen001	1	2
2016-06-02 12:03:16 	ncalixto001	1	2
2016-06-02 12:04:38 	thagan001	1	2
2016-06-02 12:05:24 	nbasham001	1	2
2016-06-02 12:06:27 	slowery001	1	2
2016-06-02 12:09:05 	sflecha001	1	2
2016-06-02 12:09:05 	junger001	1	2
2016-06-02 12:09:05 	ssinagra001	1	2
2016-06-02 12:09:11 	lalcazar001	1	2
2016-06-02 12:09:11 	knielson001	1	2
2016-06-02 12:09:11 	jsimonides001	1	2
2016-06-02 12:10:15 	fmata001	1	2
2016-06-02 12:10:15 	sflorez001	1	2
2016-06-02 12:12:07 	vhatchett001	1	2
2016-06-02 12:12:13 	iovan001	1	2
2016-06-02 12:13:18 	fbalas001	1	2
2016-06-02 12:13:24 	cwhelan001	1	2
2016-06-02 12:14:06 	tbattles001	1	2
2016-06-02 12:14:06 	zcoronado001	1	2
2016-06-02 12:14:12 	bridenour001	1	2
2016-06-02 12:15:12 	vfrente001	1	2
2016-06-02 12:15:16 	pyoung002	1	2
2016-06-02 12:15:18 	lgrogan001	1	2
2016-06-02 12:16:12 	bhawelon001	1	2
2016-06-02 12:16:12 	lbennett001	1	2
2016-06-02 12:16:18 	hmies001	1	2
2016-06-02 12:18:27 	llagos001	1	2
2016-06-02 12:47:48 	eklinger001	1	2
2016-06-02 13:01:19 	rmieshaber001	1	2
2016-06-02 15:04:06 	sfusil001	1	2
2016-06-02 15:13:09 	vlagos001	1	2
2016-06-02 19:48:02 	sbagni001	1	2
2016-06-02 19:53:51 	amorlun001	1	2
2016-06-02 19:54:07 	agerard001	1	2
2016-06-02 19:56:01 	tquiroz001	1	2
2016-06-02 20:00:34 	morlunv002	1	2
2016-06-02 20:08:03 	lbagani001	1	2
2016-06-02 20:09:18 	ibaza001	1	2
2016-06-02 20:14:11 	cwhaley001	1	2
2016-06-03 07:31:51 	fresumir001	1	2
2016-06-03 07:36:52 	vlagos001	1	2
2016-06-03 07:42:49 	sfusil001	1	2
2016-06-03 08:30:39 	mbramar001	1	2
2016-06-03 08:50:25 	cstaley001	1	2
2016-06-03 08:55:20 	dscozzese001	1	2
2016-06-03 09:02:25 	rparade001	1	2
2016-06-03 10:05:07 	lcarrara001	1	2
2016-06-03 10:34:22 	jholly001	1	2
2016-06-03 10:49:54 	clais001	1	2
2016-06-03 11:16:56 	emintz001	1	2
2016-06-03 11:27:34 	cforluniau001	1	2
2016-06-03 11:46:29 	korilla001	1	2
2016-06-03 11:48:28 	lbergen001	1	2
2016-06-03 11:50:14 	bhawelon001	1	2
2016-06-03 11:50:14 	csolos001	1	2
2016-06-03 11:50:14 	fmata001	1	2
2016-06-03 11:51:15 	vhatchett001	1	2
2016-06-03 11:51:21 	btempestad001	1	2
2016-06-03 11:51:21 	cshipp001	1	2
2016-06-03 11:53:02 	eminto001	1	2
2016-06-03 11:53:08 	lbennett001	1	2
2016-06-03 11:53:08 	ssinagra001	1	2
2016-06-03 11:54:09 	jsimonides001	1	2
2016-06-03 11:54:09 	vomalla001	1	2
2016-06-03 11:54:15 	zcoronado001	1	2
2016-06-03 11:54:15 	tbattles001	1	2
2016-06-03 11:55:09 	thagan001	1	2
2016-06-03 11:55:21 	pyoung002	1	2
2016-06-03 11:57:12 	ahafon001	1	2
2016-06-03 11:57:12 	wreynoso001	1	2
2016-06-03 11:57:12 	iborrasca001	1	2
2016-06-03 11:58:53 	ldedos001	1	2
2016-06-03 11:58:53 	cwhelan001	1	2
2016-06-03 11:58:53 	lazada001	1	2
2016-06-03 12:00:07 	gcazar001	1	2
2016-06-03 12:00:07 	yfinney001	1	2
2016-06-03 12:00:13 	bmullen001	1	2
2016-06-03 12:00:13 	knielson001	1	2
2016-06-03 12:01:02 	jfrost001	1	2
2016-06-03 12:02:03 	tcarrara001	1	2
2016-06-03 12:03:05 	malinai001	1	2
2016-06-03 12:03:11 	junger001	1	2
2016-06-03 12:04:38 	monda001	1	2
2016-06-03 12:05:27 	lalcazar001	1	2
2016-06-03 12:05:33 	cmorluniau001	1	2
2016-06-03 12:05:33 	sflorez001	1	2
2016-06-03 12:06:24 	mcassano001	1	2
2016-06-03 12:07:32 	anubarron001	1	2
2016-06-03 12:09:06 	nbasham001	1	2
2016-06-03 12:09:06 	lgrogan001	1	2
2016-06-03 12:10:16 	slowery001	1	2
2016-06-03 12:10:16 	hmies001	1	2
2016-06-03 12:10:22 	avico001	1	2
2016-06-03 12:10:22 	bridenour001	1	2
2016-06-03 12:13:13 	sparrino001	1	2
2016-06-03 12:13:19 	ncalixto001	1	2
2016-06-03 12:13:19 	apinckney001	1	2
2016-06-03 12:13:19 	acalzas001	1	2
2016-06-03 12:14:58 	fbalas001	1	2
2016-06-03 12:14:58 	sflecha001	1	2
2016-06-03 12:16:07 	iovan001	1	2
2016-06-03 12:16:13 	bfrente001	1	2
2016-06-03 12:17:07 	chawelon001	1	2
2016-06-03 12:17:13 	vfrente001	1	2
2016-06-03 12:47:49 	eklinger001	1	2
2016-06-03 13:03:40 	bovan001	1	2
2016-06-03 13:03:40 	hblue001	1	2
